,hr,holiday,workingday,temp,hum,windspeed,instant,mnth,yr,Clear to partly cloudy,Light Precipitation,Misty
1192,16,0,0,0.66,0.65,0.0,14196,8,1,0,0,1
616,16,0,1,0.94,0.38,0.3881,13620,7,1,1,0,0
824,8,0,0,0.74,0.72,0.1939999999999999,13828,8,1,1,0,0
206,14,0,1,0.74,0.55,0.2537,13210,7,1,0,0,1
1437,21,0,1,0.66,0.54,0.1045,14441,8,1,1,0,0
157,13,0,0,0.96,0.31,0.2537,13161,7,1,0,0,1
890,2,0,1,0.7,0.84,0.1343,13894,8,1,1,0,0
216,0,0,1,0.7,0.7,0.0896,13220,7,1,1,0,0
990,6,0,0,0.62,0.88,0.1045,13994,8,1,0,0,1
1369,1,0,1,0.62,0.88,0.0896,14373,8,1,1,0,0
1094,14,0,1,0.76,0.52,0.2985,14098,8,1,0,0,1
229,13,0,1,0.82,0.38,0.1939999999999999,13233,7,1,1,0,0
433,1,0,1,0.74,0.66,0.0896,13437,7,1,1,0,0
177,9,0,0,0.86,0.5,0.1045,13181,7,1,1,0,0
1011,3,0,0,0.62,0.73,0.0896,14015,8,1,1,0,0
700,4,0,1,0.66,0.83,0.0,13704,7,1,1,0,0
969,9,0,1,0.64,0.89,0.0,13973,8,1,0,0,1
1120,16,0,1,0.82,0.32,0.2239,14124,8,1,1,0,0
457,1,0,1,0.66,0.89,0.1343,13461,7,1,1,0,0
491,11,0,0,0.6,0.83,0.2537,13495,7,1,0,0,1
234,18,0,1,0.7,0.74,0.2239,13238,7,1,0,1,0
1257,9,0,1,0.68,0.65,0.0,14261,8,1,1,0,0
98,2,0,1,0.74,0.51,0.0,13102,7,1,1,0,0
882,18,0,1,0.82,0.41,0.1343,13886,8,1,1,0,0
334,22,0,0,0.7,0.79,0.1939999999999999,13338,7,1,1,0,0
783,15,0,1,0.78,0.62,0.4627,13787,8,1,1,0,0
282,18,0,1,0.76,0.45,0.1343,13286,7,1,1,0,0
1106,2,0,1,0.64,0.69,0.1939999999999999,14110,8,1,1,0,0
437,5,0,1,0.72,0.7,0.1045,13441,7,1,0,0,1
906,18,0,1,0.76,0.62,0.1642,13910,8,1,0,0,1
694,22,0,0,0.7,0.7,0.1045,13698,7,1,1,0,0
1225,1,0,1,0.6,0.83,0.1343,14229,8,1,0,0,1
431,23,0,1,0.76,0.58,0.0896,13435,7,1,1,0,0
257,17,0,1,0.8,0.31,0.2239,13261,7,1,1,0,0
367,7,0,1,0.72,0.7,0.0896,13371,7,1,1,0,0
1156,4,0,0,0.62,0.73,0.2239,14160,8,1,1,0,0
737,17,0,1,0.78,0.52,0.2239,13741,7,1,1,0,0
1198,22,0,0,0.62,0.78,0.1642,14202,8,1,0,0,1
83,11,1,0,0.82,0.46,0.1343,13087,7,1,1,0,0
981,21,0,1,0.74,0.66,0.2537,13985,8,1,1,0,0
304,16,0,1,0.8,0.36,0.2239,13308,7,1,0,0,1
1129,1,0,1,0.66,0.65,0.1045,14133,8,1,1,0,0
610,10,0,1,0.74,0.7,0.2239,13614,7,1,1,0,0
1462,22,0,1,0.7,0.7,0.0,14466,8,1,1,0,0
934,22,0,1,0.72,0.74,0.1045,13938,8,1,1,0,0
421,13,0,1,0.94,0.33,0.0,13425,7,1,1,0,0
984,0,0,0,0.7,0.7,0.2836,13988,8,1,1,0,0
235,19,0,1,0.7,0.74,0.2239,13239,7,1,0,1,0
1353,9,0,0,0.68,0.79,0.2537,14357,8,1,1,0,0
172,4,0,0,0.78,0.66,0.1045,13176,7,1,1,0,0
786,18,0,1,0.8,0.59,0.2239,13790,8,1,1,0,0
19,19,0,0,0.84,0.39,0.1343,13023,7,1,1,0,0
1161,9,0,0,0.66,0.65,0.2836,14165,8,1,1,0,0
200,8,0,1,0.66,0.83,0.1642,13204,7,1,0,0,1
566,14,0,1,0.84,0.53,0.2239,13570,7,1,0,0,1
391,7,0,1,0.74,0.7,0.0,13395,7,1,0,0,1
68,20,0,1,0.76,0.55,0.4925,13072,7,1,0,1,0
628,4,0,1,0.7,0.79,0.0,13632,7,1,1,0,0
1025,17,0,0,0.8,0.33,0.0,14029,8,1,1,0,0
1103,23,0,1,0.68,0.65,0.1045,14107,8,1,1,0,0
1070,14,0,1,0.82,0.41,0.2239,14074,8,1,1,0,0
20,20,0,0,0.84,0.39,0.1343,13024,7,1,1,0,0
689,17,0,0,0.82,0.41,0.1642,13693,7,1,1,0,0
554,2,0,1,0.66,0.83,0.1642,13558,7,1,1,0,0
1274,2,0,1,0.62,0.83,0.0,14278,8,1,1,0,0
279,15,0,1,0.8,0.36,0.1939999999999999,13283,7,1,1,0,0
124,4,0,1,0.74,0.66,0.2239,13128,7,1,1,0,0
579,3,0,1,0.66,0.65,0.2239,13583,7,1,1,0,0
1278,6,0,1,0.6,0.88,0.0896,14282,8,1,0,0,1
617,17,0,1,0.9,0.45,0.4179,13621,7,1,1,0,0
778,10,0,1,0.8,0.55,0.0,13782,8,1,1,0,0
779,11,0,1,0.82,0.52,0.1045,13783,8,1,1,0,0
376,16,0,1,0.76,0.66,0.5821,13380,7,1,0,1,0
250,10,0,1,0.72,0.62,0.1343,13254,7,1,0,0,1
228,12,0,1,0.8,0.41,0.1343,13232,7,1,1,0,0
40,16,0,1,0.84,0.36,0.2836,13044,7,1,1,0,0
428,20,0,1,0.74,0.62,0.0896,13432,7,1,1,0,0
278,14,0,1,0.78,0.33,0.2239,13282,7,1,1,0,0
1023,15,0,0,0.76,0.4,0.1343,14027,8,1,1,0,0
336,0,0,0,0.68,0.89,0.1642,13340,7,1,1,0,0
95,23,1,0,0.78,0.43,0.0896,13099,7,1,0,0,1
705,9,0,1,0.74,0.7,0.0,13709,7,1,0,0,1
838,22,0,0,0.76,0.66,0.2836,13842,8,1,1,0,0
30,6,0,1,0.7,0.58,0.1045,13034,7,1,1,0,0
1187,11,0,0,0.64,0.78,0.1642,14191,8,1,0,1,0
1001,17,0,0,0.74,0.66,0.3582,14005,8,1,0,1,0
1297,1,0,1,0.64,0.73,0.0,14301,8,1,0,0,1
452,20,0,1,0.82,0.49,0.1642,13456,7,1,1,0,0
1365,21,0,0,0.64,0.83,0.1343,14369,8,1,1,0,0
522,18,0,0,0.74,0.66,0.1642,13526,7,1,1,0,0
825,9,0,0,0.78,0.65,0.2239,13829,8,1,1,0,0
646,22,0,1,0.78,0.59,0.1343,13650,7,1,1,0,0
417,9,0,1,0.82,0.56,0.0,13421,7,1,1,0,0
317,5,0,0,0.64,0.73,0.1045,13321,7,1,0,0,1
1097,17,0,1,0.74,0.55,0.2836,14101,8,1,1,0,0
476,20,0,1,0.64,0.83,0.3881,13480,7,1,0,1,0
647,23,0,1,0.76,0.66,0.0,13651,7,1,1,0,0
706,10,0,1,0.74,0.66,0.2239,13710,7,1,0,0,1
7,7,0,0,0.74,0.7,0.0,13011,7,1,1,0,0
982,22,0,1,0.72,0.74,0.2836,13986,8,1,1,0,0
679,7,0,0,0.66,0.69,0.2537,13683,7,1,1,0,0
704,8,0,1,0.72,0.74,0.1045,13708,7,1,0,0,1
591,15,0,1,0.78,0.31,0.0896,13595,7,1,1,0,0
723,3,0,1,0.66,0.83,0.0896,13727,7,1,1,0,0
734,14,0,1,0.8,0.55,0.2836,13738,7,1,1,0,0
1379,11,0,1,0.74,0.66,0.1939999999999999,14383,8,1,1,0,0
396,12,0,1,0.9,0.35,0.0,13400,7,1,0,0,1
280,16,0,1,0.8,0.36,0.1939999999999999,13284,7,1,1,0,0
1414,22,0,1,0.7,0.54,0.0,14418,8,1,1,0,0
586,10,0,1,0.74,0.37,0.0,13590,7,1,1,0,0
543,15,0,1,0.8,0.55,0.1939999999999999,13547,7,1,1,0,0
245,5,0,1,0.64,0.89,0.0,13249,7,1,1,0,0
1083,3,0,1,0.66,0.74,0.1045,14087,8,1,1,0,0
1469,5,0,1,0.64,0.89,0.1642,14473,8,1,1,0,0
1195,19,0,0,0.64,0.73,0.1343,14199,8,1,0,0,1
501,21,0,0,0.6,0.88,0.1642,13505,7,1,0,0,1
749,5,0,1,0.64,0.78,0.1343,13753,8,1,0,0,1
594,18,0,1,0.8,0.27,0.1343,13598,7,1,1,0,0
742,22,0,1,0.68,0.74,0.2537,13746,7,1,1,0,0
643,19,0,1,0.82,0.52,0.1939999999999999,13647,7,1,1,0,0
500,20,0,0,0.6,0.88,0.1642,13504,7,1,0,1,0
251,11,0,1,0.76,0.58,0.1343,13255,7,1,0,0,1
456,0,0,1,0.66,0.89,0.0896,13460,7,1,0,1,0
198,6,0,1,0.64,0.89,0.2537,13202,7,1,0,1,0
102,6,0,1,0.72,0.58,0.0,13106,7,1,1,0,0
712,16,0,1,0.8,0.49,0.2836,13716,7,1,1,0,0
1209,9,0,1,0.64,0.69,0.0,14213,8,1,0,0,1
773,5,0,1,0.66,0.89,0.1343,13777,8,1,1,0,0
289,1,0,1,0.68,0.54,0.1045,13293,7,1,0,0,1
44,20,0,1,0.78,0.43,0.1343,13048,7,1,1,0,0
1387,19,0,1,0.74,0.7,0.2239,14391,8,1,1,0,0
212,20,0,1,0.74,0.55,0.1045,13216,7,1,0,0,1
698,2,0,1,0.68,0.74,0.0,13702,7,1,1,0,0
1316,20,0,1,0.7,0.65,0.2239,14320,8,1,0,0,1
128,8,0,1,0.8,0.41,0.1642,13132,7,1,1,0,0
1042,10,0,1,0.76,0.4,0.0,14046,8,1,0,0,1
834,18,0,0,0.86,0.41,0.3284,13838,8,1,1,0,0
1276,4,0,1,0.62,0.83,0.0,14280,8,1,1,0,0
1149,21,0,1,0.68,0.69,0.2985,14153,8,1,0,0,1
294,6,0,1,0.7,0.54,0.0,13298,7,1,0,0,1
1253,5,0,1,0.6,0.78,0.0,14257,8,1,1,0,0
1446,6,0,1,0.6,0.83,0.1642,14450,8,1,1,0,0
683,11,0,0,0.76,0.55,0.2239,13687,7,1,1,0,0
1037,5,0,1,0.64,0.69,0.1045,14041,8,1,1,0,0
1375,7,0,1,0.66,0.83,0.0,14379,8,1,1,0,0
313,1,0,0,0.7,0.51,0.1045,13317,7,1,0,0,1
767,23,0,1,0.7,0.74,0.0,13771,8,1,1,0,0
954,18,0,1,0.82,0.46,0.2537,13958,8,1,0,0,1
670,22,0,0,0.66,0.78,0.0896,13674,7,1,1,0,0
497,17,0,0,0.6,0.88,0.1642,13501,7,1,0,1,0
300,12,0,1,0.76,0.4,0.1045,13304,7,1,0,0,1
1029,21,0,0,0.72,0.51,0.0896,14033,8,1,1,0,0
1009,1,0,0,0.62,0.78,0.1343,14013,8,1,1,0,0
599,23,0,1,0.68,0.57,0.2985,13603,7,1,1,0,0
909,21,0,1,0.72,0.74,0.0,13913,8,1,0,0,1
373,13,0,1,0.84,0.49,0.2836,13377,7,1,1,0,0
299,11,0,1,0.76,0.45,0.1343,13303,7,1,0,0,1
1448,8,0,1,0.66,0.65,0.0,14452,8,1,1,0,0
676,4,0,0,0.64,0.69,0.1939999999999999,13680,7,1,1,0,0
817,1,0,0,0.72,0.84,0.1939999999999999,13821,8,1,1,0,0
598,22,0,1,0.7,0.58,0.1343,13602,7,1,1,0,0
176,8,0,0,0.84,0.53,0.1343,13180,7,1,1,0,0
108,12,0,1,0.9,0.35,0.3582,13112,7,1,1,0,0
1229,5,0,1,0.56,0.83,0.0896,14233,8,1,1,0,0
1125,21,0,1,0.74,0.48,0.1939999999999999,14129,8,1,1,0,0
857,17,0,0,0.82,0.46,0.2537,13861,8,1,1,0,0
1233,9,0,1,0.64,0.69,0.0,14237,8,1,1,0,0
975,15,0,1,0.8,0.52,0.4478,13979,8,1,1,0,0
733,13,0,1,0.8,0.55,0.2836,13737,7,1,1,0,0
952,16,0,1,0.86,0.39,0.2537,13956,8,1,1,0,0
1408,16,0,1,0.82,0.33,0.3284,14412,8,1,1,0,0
568,16,0,1,0.8,0.55,0.2985,13572,7,1,1,0,0
996,12,0,0,0.76,0.58,0.2239,14000,8,1,1,0,0
362,2,0,1,0.7,0.74,0.1045,13366,7,1,1,0,0
244,4,0,1,0.64,0.89,0.1343,13248,7,1,1,0,0
418,10,0,1,0.9,0.42,0.1939999999999999,13422,7,1,1,0,0
267,3,0,1,0.64,0.69,0.1045,13271,7,1,1,0,0
109,13,0,1,0.92,0.33,0.2239,13113,7,1,1,0,0
399,15,0,1,0.92,0.31,0.1642,13403,7,1,1,0,0
758,14,0,1,0.82,0.46,0.1642,13762,8,1,1,0,0
980,20,0,1,0.74,0.66,0.2985,13984,8,1,1,0,0
9,9,0,0,0.82,0.56,0.0,13013,7,1,1,0,0
967,7,0,1,0.64,0.89,0.1045,13971,8,1,0,1,0
1284,12,0,1,0.78,0.38,0.0,14288,8,1,1,0,0
1127,23,0,1,0.7,0.54,0.1045,14131,8,1,1,0,0
190,22,0,0,0.74,0.7,0.0896,13194,7,1,0,1,0
372,12,0,1,0.84,0.49,0.1343,13376,7,1,1,0,0
243,3,0,1,0.64,0.89,0.1343,13247,7,1,1,0,0
1251,3,0,1,0.62,0.78,0.0,14255,8,1,1,0,0
989,5,0,0,0.62,0.88,0.1045,13993,8,1,1,0,0
1426,10,0,1,0.72,0.48,0.1642,14430,8,1,1,0,0
112,16,0,1,0.92,0.33,0.2537,13116,7,1,1,0,0
201,9,0,1,0.66,0.83,0.1642,13205,7,1,0,0,1
1467,3,0,1,0.66,0.89,0.1045,14471,8,1,1,0,0
1116,12,0,1,0.8,0.33,0.1045,14120,8,1,1,0,0
164,20,0,0,0.9,0.37,0.1642,13168,7,1,1,0,0
1296,0,0,1,0.66,0.69,0.0,14300,8,1,0,0,1
510,6,0,0,0.62,0.83,0.0896,13514,7,1,0,0,1
507,3,0,0,0.6,0.88,0.1045,13511,7,1,0,0,1
1221,21,0,1,0.6,0.83,0.0,14225,8,1,1,0,0
305,17,0,1,0.8,0.36,0.1642,13309,7,1,0,0,1
520,16,0,0,0.74,0.66,0.1045,13524,7,1,1,0,0
861,21,0,0,0.72,0.79,0.1045,13865,8,1,1,0,0
37,13,0,1,0.86,0.34,0.2239,13041,7,1,1,0,0
1241,17,0,1,0.74,0.51,0.2836,14245,8,1,1,0,0
1208,8,0,1,0.62,0.73,0.1045,14212,8,1,0,0,1
642,18,0,1,0.82,0.46,0.1642,13646,7,1,1,0,0
1188,12,0,0,0.64,0.73,0.0,14192,8,1,0,1,0
436,4,0,1,0.72,0.7,0.1045,13440,7,1,1,0,0
528,0,0,1,0.66,0.89,0.0896,13532,7,1,1,0,0
344,8,0,0,0.7,0.84,0.1343,13348,7,1,0,0,1
90,18,1,0,0.9,0.42,0.1939999999999999,13094,7,1,1,0,0
478,22,0,1,0.62,0.83,0.1939999999999999,13482,7,1,0,0,1
326,14,0,0,0.8,0.55,0.1045,13330,7,1,1,0,0
62,14,0,1,0.9,0.25,0.1939999999999999,13066,7,1,1,0,0
57,9,0,1,0.8,0.49,0.1642,13061,7,1,1,0,0
925,13,0,1,0.8,0.52,0.0,13929,8,1,0,0,1
292,4,0,1,0.66,0.61,0.0,13296,7,1,0,0,1
1386,18,0,1,0.78,0.52,0.2537,14390,8,1,1,0,0
462,6,0,1,0.66,0.89,0.1642,13466,7,1,0,0,1
387,3,0,1,0.72,0.66,0.0,13391,7,1,1,0,0
937,1,0,1,0.7,0.79,0.1343,13941,8,1,1,0,0
21,21,0,0,0.84,0.39,0.1343,13025,7,1,1,0,0
696,0,0,1,0.7,0.74,0.0896,13700,7,1,1,0,0
902,14,0,1,0.82,0.46,0.0,13906,8,1,0,0,1
1134,6,0,1,0.62,0.78,0.1343,14138,8,1,1,0,0
877,13,0,1,0.8,0.49,0.2239,13881,8,1,1,0,0
1337,17,0,0,0.66,0.74,0.3284,14341,8,1,0,0,1
993,9,0,0,0.68,0.79,0.1939999999999999,13997,8,1,1,0,0
208,16,0,1,0.78,0.4,0.2836,13212,7,1,1,0,0
114,18,0,1,0.9,0.39,0.3284,13118,7,1,0,0,1
995,11,0,0,0.74,0.66,0.1642,13999,8,1,1,0,0
728,8,0,1,0.7,0.79,0.1343,13732,7,1,1,0,0
637,13,0,1,0.84,0.47,0.2836,13641,7,1,1,0,0
682,10,0,0,0.74,0.62,0.0,13686,7,1,1,0,0
52,4,0,1,0.68,0.65,0.1045,13056,7,1,1,0,0
151,7,0,0,0.78,0.66,0.1045,13155,7,1,1,0,0
41,17,0,1,0.84,0.32,0.1343,13045,7,1,1,0,0
800,8,0,1,0.72,0.7,0.1343,13804,8,1,1,0,0
1486,22,0,1,0.76,0.58,0.1939999999999999,14490,8,1,1,0,0
968,8,0,1,0.62,0.91,0.1642,13972,8,1,0,1,0
315,3,0,0,0.7,0.54,0.1045,13319,7,1,0,0,1
973,13,0,1,0.76,0.58,0.3582,13977,8,1,0,0,1
561,9,0,1,0.84,0.53,0.0,13565,7,1,1,0,0
542,14,0,1,0.78,0.59,0.1642,13546,7,1,0,0,1
714,18,0,1,0.76,0.58,0.4179,13718,7,1,1,0,0
994,10,0,0,0.72,0.62,0.0896,13998,8,1,1,0,0
219,3,0,1,0.68,0.79,0.0,13223,7,1,1,0,0
1361,17,0,0,0.64,0.89,0.2239,14365,8,1,1,0,0
1410,18,0,1,0.78,0.4,0.2537,14414,8,1,1,0,0
1413,21,0,1,0.72,0.48,0.0896,14417,8,1,1,0,0
972,12,0,1,0.74,0.66,0.3582,13976,8,1,0,0,1
732,12,0,1,0.8,0.46,0.0,13736,7,1,1,0,0
1164,12,0,0,0.76,0.37,0.1939999999999999,14168,8,1,1,0,0
291,3,0,1,0.68,0.61,0.0,13295,7,1,0,0,1
725,5,0,1,0.66,0.83,0.1642,13729,7,1,1,0,0
1052,20,0,1,0.74,0.62,0.2239,14056,8,1,1,0,0
560,8,0,1,0.74,0.7,0.1939999999999999,13564,7,1,1,0,0
570,18,0,1,0.76,0.62,0.3284,13574,7,1,1,0,0
205,13,0,1,0.76,0.55,0.2537,13209,7,1,0,0,1
1035,3,0,1,0.64,0.69,0.0,14039,8,1,1,0,0
1384,16,0,1,0.8,0.55,0.2537,14388,8,1,1,0,0
345,9,0,0,0.72,0.79,0.0,13349,7,1,0,0,1
923,11,0,1,0.8,0.52,0.0,13927,8,1,0,0,1
1181,5,0,0,0.6,0.73,0.1343,14185,8,1,0,0,1
753,9,0,1,0.68,0.74,0.0896,13757,8,1,0,0,1
1244,20,0,1,0.64,0.73,0.0,14248,8,1,1,0,0
614,14,0,1,0.9,0.47,0.2537,13618,7,1,1,0,0
1288,16,0,1,0.76,0.48,0.1642,14292,8,1,1,0,0
4,4,0,0,0.7,0.79,0.1939999999999999,13008,7,1,1,0,0
23,23,0,0,0.78,0.52,0.1642,13027,7,1,0,1,0
301,13,0,1,0.8,0.38,0.1343,13305,7,1,0,0,1
298,10,0,1,0.74,0.48,0.0,13302,7,1,0,0,1
49,1,0,1,0.72,0.58,0.0,13053,7,1,1,0,0
273,9,0,1,0.72,0.58,0.1045,13277,7,1,1,0,0
1138,10,0,1,0.74,0.55,0.1642,14142,8,1,1,0,0
1190,14,0,0,0.64,0.73,0.0,14194,8,1,0,1,0
620,20,0,1,0.86,0.5,0.2537,13624,7,1,1,0,0
27,3,0,1,0.72,0.54,0.4179,13031,7,1,0,0,1
1441,1,0,1,0.64,0.65,0.0,14445,8,1,1,0,0
1322,2,0,0,0.66,0.74,0.0896,14326,8,1,0,0,1
1162,10,0,0,0.7,0.54,0.1642,14166,8,1,1,0,0
958,22,0,1,0.66,0.69,0.2239,13962,8,1,0,0,1
1004,20,0,0,0.66,0.89,0.4179,14008,8,1,0,1,0
175,7,0,0,0.8,0.66,0.0,13179,7,1,1,0,0
1431,15,0,1,0.76,0.4,0.1939999999999999,14435,8,1,1,0,0
567,15,0,1,0.82,0.49,0.2985,13571,7,1,1,0,0
1442,2,0,1,0.62,0.73,0.0,14446,8,1,1,0,0
1126,22,0,1,0.72,0.51,0.1642,14130,8,1,1,0,0
166,22,0,0,0.84,0.59,0.1939999999999999,13170,7,1,1,0,0
368,8,0,1,0.74,0.66,0.1045,13372,7,1,1,0,0
463,7,0,1,0.66,0.89,0.1939999999999999,13467,7,1,0,0,1
1109,5,0,1,0.6,0.78,0.1642,14113,8,1,1,0,0
692,20,0,0,0.74,0.66,0.1045,13696,7,1,1,0,0
285,21,0,1,0.72,0.48,0.2239,13289,7,1,1,0,0
1170,18,0,0,0.74,0.37,0.1642,14174,8,1,1,0,0
54,6,0,1,0.7,0.65,0.1343,13058,7,1,1,0,0
117,21,0,1,0.84,0.47,0.1939999999999999,13121,7,1,1,0,0
963,3,0,1,0.72,0.79,0.1939999999999999,13967,8,1,0,0,1
173,5,0,0,0.78,0.62,0.0,13177,7,1,1,0,0
123,3,0,1,0.74,0.7,0.1939999999999999,13127,7,1,0,0,1
893,5,0,1,0.7,0.79,0.1045,13897,8,1,1,0,0
10,10,0,0,0.86,0.44,0.2985,13014,7,1,1,0,0
541,13,0,1,0.8,0.52,0.1045,13545,7,1,0,0,1
239,23,0,1,0.64,0.89,0.1045,13243,7,1,0,0,1
548,20,0,1,0.76,0.62,0.1642,13552,7,1,1,0,0
162,18,0,0,0.94,0.29,0.0896,13166,7,1,1,0,0
395,11,0,1,0.86,0.47,0.0,13399,7,1,0,0,1
1419,3,0,1,0.62,0.73,0.1045,14423,8,1,1,0,0
726,6,0,1,0.64,0.89,0.1642,13730,7,1,1,0,0
223,7,0,1,0.7,0.74,0.1045,13227,7,1,0,0,1
971,11,0,1,0.68,0.79,0.1343,13975,8,1,0,1,0
777,9,0,1,0.76,0.66,0.1045,13781,8,1,1,0,0
100,4,0,1,0.72,0.58,0.0,13104,7,1,1,0,0
1302,6,0,1,0.62,0.83,0.0,14306,8,1,0,0,1
697,1,0,1,0.7,0.74,0.0,13701,7,1,1,0,0
1140,12,0,1,0.82,0.41,0.2239,14144,8,1,1,0,0
663,15,0,0,0.88,0.32,0.2836,13667,7,1,1,0,0
655,7,0,0,0.72,0.7,0.1343,13659,7,1,1,0,0
991,7,0,0,0.64,0.83,0.0896,13995,8,1,1,0,0
595,19,0,1,0.76,0.33,0.1343,13599,7,1,1,0,0
338,2,0,0,0.68,0.89,0.1642,13342,7,1,0,0,1
369,9,0,1,0.76,0.62,0.1642,13373,7,1,1,0,0
565,13,0,1,0.84,0.53,0.2985,13569,7,1,0,0,1
1439,23,0,1,0.66,0.57,0.0,14443,8,1,1,0,0
1305,9,0,1,0.72,0.58,0.0,14309,8,1,0,0,1
426,18,0,1,0.76,0.62,0.1343,13430,7,1,0,0,1
144,0,0,0,0.78,0.66,0.1343,13148,7,1,1,0,0
976,16,0,1,0.78,0.55,0.2985,13980,8,1,1,0,0
590,14,0,1,0.8,0.29,0.1343,13594,7,1,1,0,0
0,0,0,0,0.76,0.66,0.0,13004,7,1,1,0,0
1299,3,0,1,0.64,0.73,0.0,14303,8,1,1,0,0
195,3,0,1,0.7,0.89,0.1939999999999999,13199,7,1,0,1,0
79,7,1,0,0.68,0.65,0.0,13083,7,1,1,0,0
469,13,0,1,0.68,0.83,0.1045,13473,7,1,0,1,0
490,10,0,0,0.58,0.88,0.2537,13494,7,1,0,1,0
854,14,0,0,0.9,0.42,0.4627,13858,8,1,1,0,0
1021,13,0,0,0.78,0.4,0.0,14025,8,1,1,0,0
1247,23,0,1,0.62,0.83,0.0,14251,8,1,1,0,0
1139,11,0,1,0.76,0.52,0.2836,14143,8,1,1,0,0
829,13,0,0,0.88,0.42,0.2985,13833,8,1,1,0,0
1420,4,0,1,0.6,0.73,0.2239,14424,8,1,1,0,0
393,9,0,1,0.82,0.49,0.2239,13397,7,1,0,0,1
1459,19,0,1,0.76,0.48,0.1343,14463,8,1,1,0,0
277,13,0,1,0.8,0.33,0.2239,13281,7,1,1,0,0
1460,20,0,1,0.74,0.58,0.1642,14464,8,1,1,0,0
91,19,1,0,0.86,0.47,0.2239,13095,7,1,1,0,0
170,2,0,0,0.82,0.52,0.1045,13174,7,1,1,0,0
272,8,0,1,0.68,0.65,0.1343,13276,7,1,1,0,0
75,3,1,0,0.68,0.74,0.1939999999999999,13079,7,1,1,0,0
887,23,0,1,0.72,0.74,0.1939999999999999,13891,8,1,1,0,0
324,12,0,0,0.74,0.66,0.0896,13328,7,1,0,0,1
1102,22,0,1,0.7,0.61,0.1642,14106,8,1,1,0,0
1407,15,0,1,0.82,0.34,0.2985,14411,8,1,1,0,0
946,10,0,1,0.8,0.55,0.2239,13950,8,1,1,0,0
56,8,0,1,0.74,0.62,0.0896,13060,7,1,1,0,0
816,0,0,0,0.74,0.79,0.1642,13820,8,1,1,0,0
87,15,1,0,0.92,0.35,0.2985,13091,7,1,1,0,0
1012,4,0,0,0.64,0.69,0.0896,14016,8,1,1,0,0
107,11,0,1,0.9,0.35,0.2985,13111,7,1,1,0,0
536,8,0,1,0.72,0.79,0.1045,13540,7,1,1,0,0
236,20,0,1,0.64,0.83,0.2239,13240,7,1,0,1,0
711,15,0,1,0.8,0.49,0.2537,13715,7,1,1,0,0
498,18,0,0,0.6,0.88,0.1939999999999999,13502,7,1,0,0,1
780,12,0,1,0.84,0.44,0.1343,13784,8,1,1,0,0
1224,0,0,1,0.6,0.83,0.0896,14228,8,1,0,0,1
1252,4,0,1,0.58,0.83,0.1045,14256,8,1,1,0,0
357,21,0,0,0.72,0.79,0.0896,13361,7,1,1,0,0
269,5,0,1,0.62,0.73,0.1045,13273,7,1,1,0,0
461,5,0,1,0.66,0.89,0.1343,13465,7,1,0,0,1
74,2,1,0,0.66,0.83,0.1343,13078,7,1,1,0,0
59,11,0,1,0.86,0.34,0.1939999999999999,13063,7,1,1,0,0
404,20,0,1,0.86,0.34,0.1642,13408,7,1,1,0,0
286,22,0,1,0.72,0.51,0.1642,13290,7,1,1,0,0
492,12,0,0,0.6,0.83,0.2239,13496,7,1,0,1,0
571,19,0,1,0.76,0.62,0.1642,13575,7,1,1,0,0
1260,12,0,1,0.74,0.51,0.0,14264,8,1,1,0,0
1065,9,0,1,0.7,0.74,0.0,14069,8,1,0,0,1
1373,5,0,1,0.62,0.88,0.0,14377,8,1,1,0,0
1308,12,0,1,0.76,0.45,0.0896,14312,8,1,0,0,1
739,19,0,1,0.74,0.62,0.3582,13743,7,1,0,1,0
1143,15,0,1,0.86,0.3,0.4627,14147,8,1,1,0,0
11,11,0,0,0.88,0.39,0.2239,13015,7,1,1,0,0
1376,8,0,1,0.66,0.83,0.0896,14380,8,1,1,0,0
1026,18,0,0,0.78,0.35,0.1045,14030,8,1,1,0,0
227,11,0,1,0.8,0.46,0.1939999999999999,13231,7,1,1,0,0
1367,23,0,0,0.62,0.83,0.0896,14371,8,1,1,0,0
1185,9,0,0,0.66,0.74,0.0,14189,8,1,0,0,1
26,2,0,1,0.74,0.51,0.2537,13030,7,1,0,0,1
957,21,0,1,0.7,0.58,0.1642,13961,8,1,0,0,1
527,23,0,0,0.68,0.79,0.1642,13531,7,1,1,0,0
1088,8,0,1,0.7,0.65,0.2836,14092,8,1,0,0,1
242,2,0,1,0.64,0.89,0.0,13246,7,1,1,0,0
727,7,0,1,0.68,0.83,0.2239,13731,7,1,1,0,0
1403,11,0,1,0.78,0.55,0.2537,14407,8,1,1,0,0
1470,6,0,1,0.64,0.89,0.1642,14474,8,1,0,0,1
1206,6,0,1,0.6,0.78,0.1343,14210,8,1,0,0,1
1352,8,0,0,0.68,0.79,0.2836,14356,8,1,1,0,0
912,0,0,1,0.7,0.84,0.0,13916,8,1,1,0,0
379,19,0,1,0.8,0.63,0.1343,13383,7,1,1,0,0
397,13,0,1,0.92,0.31,0.1939999999999999,13401,7,1,1,0,0
71,23,0,1,0.66,0.83,0.0,13075,7,1,1,0,0
1335,15,0,0,0.64,0.73,0.3284,14339,8,1,0,0,1
833,17,0,0,0.88,0.37,0.2985,13837,8,1,1,0,0
